id,Match,Team,OddWin,Date
18/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,18/11/2021
18/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,18/11/2021
18/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,18/11/2021
18/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,18/11/2021
18/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,18/11/2021
18/11/2021Utah Jazz - Toronto Raptors,Utah Jazz - Toronto Raptors,Toronto Raptors,4.9,18/11/2021
18/11/2021Utah Jazz - Toronto Raptors,Utah Jazz - Toronto Raptors,Utah Jazz,1.17,18/11/2021
19/11/2021Boston Celtics - Los Angeles Lakers,Boston Celtics - Los Angeles Lakers,Boston Celtics,1.74,19/11/2021
19/11/2021Boston Celtics - Los Angeles Lakers,Boston Celtics - Los Angeles Lakers,Los Angeles Lakers,2.06,19/11/2021
19/11/2021Brooklyn Nets - Orlando Magic,Brooklyn Nets - Orlando Magic,Orlando Magic,7.0,19/11/2021
19/11/2021Brooklyn Nets - Orlando Magic,Brooklyn Nets - Orlando Magic,Brooklyn Nets,1.09,19/11/2021
19/11/2021Charlotte Hornets - Indiana Pacers,Charlotte Hornets - Indiana Pacers,Charlotte Hornets,1.8,19/11/2021
19/11/2021Charlotte Hornets - Indiana Pacers,Charlotte Hornets - Indiana Pacers,Indiana Pacers,2.06,19/11/2021
19/11/2021Denver Nuggets - Chicago Bulls,Denver Nuggets - Chicago Bulls,Denver Nuggets,1.64,19/11/2021
19/11/2021Denver Nuggets - Chicago Bulls,Denver Nuggets - Chicago Bulls,Chicago Bulls,2.22,19/11/2021
19/11/2021Detroit Pistons - Golden State Warriors,Detroit Pistons - Golden State Warriors,Detroit Pistons,3.3,19/11/2021
19/11/2021Detroit Pistons - Golden State Warriors,Detroit Pistons - Golden State Warriors,Golden State Warriors,1.32,19/11/2021
19/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,19/11/2021
19/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,19/11/2021
19/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,19/11/2021
19/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,19/11/2021
19/11/2021Milwaukee Bucks - Oklahoma City Thunder,Milwaukee Bucks - Oklahoma City Thunder,Milwaukee Bucks,1.1,19/11/2021
19/11/2021Milwaukee Bucks - Oklahoma City Thunder,Milwaukee Bucks - Oklahoma City Thunder,Oklahoma City Thunder,6.55,19/11/2021
19/11/2021New Orleans Pelicans - LA Clippers,New Orleans Pelicans - LA Clippers,New Orleans Pelicans,2.32,19/11/2021
19/11/2021New Orleans Pelicans - LA Clippers,New Orleans Pelicans - LA Clippers,LA Clippers,1.59,19/11/2021
19/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,19/11/2021
19/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,19/11/2021
19/11/2021Phoenix Suns - Dallas Mavericks,Phoenix Suns - Dallas Mavericks,Phoenix Suns,1.23,19/11/2021
19/11/2021Phoenix Suns - Dallas Mavericks,Phoenix Suns - Dallas Mavericks,Dallas Mavericks,4.1,19/11/2021
19/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,19/11/2021
19/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,19/11/2021
19/11/2021Sacramento - Toronto Raptors,Sacramento - Toronto Raptors,Toronto Raptors,2.27,19/11/2021
19/11/2021Sacramento - Toronto Raptors,Sacramento - Toronto Raptors,Sacramento,1.62,19/11/2021
19/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,19/11/2021
19/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,19/11/2021
20/11/2021Atlanta Hawks - Charlotte Hornets,Atlanta Hawks - Charlotte Hornets,Atlanta Hawks,1.38,20/11/2021
20/11/2021Atlanta Hawks - Charlotte Hornets,Atlanta Hawks - Charlotte Hornets,Charlotte Hornets,3.05,20/11/2021
20/11/2021Boston Celtics - Oklahoma City Thunder,Boston Celtics - Oklahoma City Thunder,Boston Celtics,1.13,20/11/2021
20/11/2021Boston Celtics - Oklahoma City Thunder,Boston Celtics - Oklahoma City Thunder,Oklahoma City Thunder,5.6,20/11/2021
20/11/2021Indiana Pacers - New Orleans Pelicans,Indiana Pacers - New Orleans Pelicans,Indiana Pacers,1.29,20/11/2021
20/11/2021Indiana Pacers - New Orleans Pelicans,Indiana Pacers - New Orleans Pelicans,New Orleans Pelicans,3.55,20/11/2021
20/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,20/11/2021
20/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,20/11/2021
20/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,20/11/2021
20/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,20/11/2021
20/11/2021Milwaukee Bucks - Orlando Magic,Milwaukee Bucks - Orlando Magic,Milwaukee Bucks,1.12,20/11/2021
20/11/2021Milwaukee Bucks - Orlando Magic,Milwaukee Bucks - Orlando Magic,Orlando Magic,6.0,20/11/2021
20/11/2021Minnesota Timberwolves - Memphis Grizzlies,Minnesota Timberwolves - Memphis Grizzlies,Memphis Grizzlies,1.95,20/11/2021
20/11/2021Minnesota Timberwolves - Memphis Grizzlies,Minnesota Timberwolves - Memphis Grizzlies,Minnesota Timberwolves,1.82,20/11/2021
20/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,20/11/2021
20/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,20/11/2021
20/11/2021New York Knicks - Houston Rockets,New York Knicks - Houston Rockets,New York Knicks,1.12,20/11/2021
20/11/2021New York Knicks - Houston Rockets,New York Knicks - Houston Rockets,Houston Rockets,6.0,20/11/2021
20/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,20/11/2021
20/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,20/11/2021
20/11/2021Portland Trail Blazers - Philadelphia 76ers,Portland Trail Blazers - Philadelphia 76ers,Philadelphia 76ers,3.0,20/11/2021
20/11/2021Portland Trail Blazers - Philadelphia 76ers,Portland Trail Blazers - Philadelphia 76ers,Portland Trail Blazers,1.38,20/11/2021
20/11/2021Sacramento - Utah Jazz,Sacramento - Utah Jazz,Utah Jazz,1.33,20/11/2021
20/11/2021Sacramento - Utah Jazz,Sacramento - Utah Jazz,Sacramento,3.35,20/11/2021
20/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,20/11/2021
20/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,20/11/2021
20/11/2021Washington Wizards - Miami Heat,Washington Wizards - Miami Heat,Miami Heat,1.75,20/11/2021
20/11/2021Washington Wizards - Miami Heat,Washington Wizards - Miami Heat,Washington Wizards,2.05,20/11/2021
21/11/2021Chicago Bulls - New York Knicks,Chicago Bulls - New York Knicks,Chicago Bulls,1.46,21/11/2021
21/11/2021Chicago Bulls - New York Knicks,Chicago Bulls - New York Knicks,New York Knicks,2.65,21/11/2021
21/11/2021Detroit Pistons - Los Angeles Lakers,Detroit Pistons - Los Angeles Lakers,Detroit Pistons,3.45,21/11/2021
21/11/2021Detroit Pistons - Los Angeles Lakers,Detroit Pistons - Los Angeles Lakers,Los Angeles Lakers,1.3,21/11/2021
21/11/2021Golden State Warriors - Toronto Raptors,Golden State Warriors - Toronto Raptors,Toronto Raptors,3.55,21/11/2021
21/11/2021Golden State Warriors - Toronto Raptors,Golden State Warriors - Toronto Raptors,Golden State Warriors,1.28,21/11/2021
21/11/2021LA Clippers - Dallas Mavericks,LA Clippers - Dallas Mavericks,LA Clippers,1.6,21/11/2021
21/11/2021LA Clippers - Dallas Mavericks,LA Clippers - Dallas Mavericks,Dallas Mavericks,2.29,21/11/2021
21/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,21/11/2021
21/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,21/11/2021
21/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,21/11/2021
21/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,21/11/2021
21/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,21/11/2021
21/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,21/11/2021
21/11/2021Phoenix Suns - Denver Nuggets,Phoenix Suns - Denver Nuggets,Denver Nuggets,3.6,21/11/2021
21/11/2021Phoenix Suns - Denver Nuggets,Phoenix Suns - Denver Nuggets,Phoenix Suns,1.28,21/11/2021
21/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,21/11/2021
21/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,21/11/2021
21/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,21/11/2021
21/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,21/11/2021
22/11/2021Atlanta Hawks - Oklahoma City Thunder,Atlanta Hawks - Oklahoma City Thunder,Atlanta Hawks,1.13,22/11/2021
22/11/2021Atlanta Hawks - Oklahoma City Thunder,Atlanta Hawks - Oklahoma City Thunder,Oklahoma City Thunder,5.85,22/11/2021
22/11/2021Boston Celtics - Houston Rockets,Boston Celtics - Houston Rockets,Boston Celtics,1.1,22/11/2021
22/11/2021Boston Celtics - Houston Rockets,Boston Celtics - Houston Rockets,Houston Rockets,6.65,22/11/2021
22/11/2021Chicago Bulls - Indiana Pacers,Chicago Bulls - Indiana Pacers,Chicago Bulls,1.51,22/11/2021
22/11/2021Chicago Bulls - Indiana Pacers,Chicago Bulls - Indiana Pacers,Indiana Pacers,2.52,22/11/2021
22/11/2021Cleveland Cavaliers - Brooklyn Nets,Cleveland Cavaliers - Brooklyn Nets,Cleveland Cavaliers,3.5,22/11/2021
22/11/2021Cleveland Cavaliers - Brooklyn Nets,Cleveland Cavaliers - Brooklyn Nets,Brooklyn Nets,1.29,22/11/2021
22/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,22/11/2021
22/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,22/11/2021
22/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,22/11/2021
22/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,22/11/2021
22/11/2021Milwaukee Bucks - Orlando Magic,Milwaukee Bucks - Orlando Magic,Milwaukee Bucks,1.1,22/11/2021
22/11/2021Milwaukee Bucks - Orlando Magic,Milwaukee Bucks - Orlando Magic,Orlando Magic,6.8,22/11/2021
22/11/2021New Orleans Pelicans - Minnesota Timberwolves,New Orleans Pelicans - Minnesota Timberwolves,Minnesota Timberwolves,1.63,22/11/2021
22/11/2021New Orleans Pelicans - Minnesota Timberwolves,New Orleans Pelicans - Minnesota Timberwolves,New Orleans Pelicans,2.25,22/11/2021
22/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,22/11/2021
22/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,22/11/2021
22/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,22/11/2021
22/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,22/11/2021
22/11/2021Sacramento - Philadelphia 76ers,Sacramento - Philadelphia 76ers,Sacramento,1.67,22/11/2021
22/11/2021Sacramento - Philadelphia 76ers,Sacramento - Philadelphia 76ers,Philadelphia 76ers,2.17,22/11/2021
22/11/2021San Antonio Spurs - Phoenix Suns,San Antonio Spurs - Phoenix Suns,San Antonio Spurs,3.0,22/11/2021
22/11/2021San Antonio Spurs - Phoenix Suns,San Antonio Spurs - Phoenix Suns,Phoenix Suns,1.38,22/11/2021
22/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,22/11/2021
22/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,22/11/2021
22/11/2021Utah Jazz - Memphis Grizzlies,Utah Jazz - Memphis Grizzlies,Utah Jazz,1.16,22/11/2021
22/11/2021Utah Jazz - Memphis Grizzlies,Utah Jazz - Memphis Grizzlies,Memphis Grizzlies,5.0,22/11/2021
22/11/2021Washington Wizards - Charlotte Hornets,Washington Wizards - Charlotte Hornets,Charlotte Hornets,2.44,22/11/2021
22/11/2021Washington Wizards - Charlotte Hornets,Washington Wizards - Charlotte Hornets,Washington Wizards,1.54,22/11/2021
23/11/2021Detroit Pistons - Miami Heat,Detroit Pistons - Miami Heat,Detroit Pistons,4.0,23/11/2021
23/11/2021Detroit Pistons - Miami Heat,Detroit Pistons - Miami Heat,Miami Heat,1.24,23/11/2021
23/11/2021LA Clippers - Dallas Mavericks,LA Clippers - Dallas Mavericks,LA Clippers,1.6,23/11/2021
23/11/2021LA Clippers - Dallas Mavericks,LA Clippers - Dallas Mavericks,Dallas Mavericks,2.36,23/11/2021
23/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,23/11/2021
23/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,23/11/2021
23/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,23/11/2021
23/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,23/11/2021
23/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,23/11/2021
23/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,23/11/2021
23/11/2021New York Knicks - Los Angeles Lakers,New York Knicks - Los Angeles Lakers,Los Angeles Lakers,3.05,23/11/2021
23/11/2021New York Knicks - Los Angeles Lakers,New York Knicks - Los Angeles Lakers,New York Knicks,1.37,23/11/2021
23/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,23/11/2021
23/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,23/11/2021
23/11/2021Portland Trail Blazers - Denver Nuggets,Portland Trail Blazers - Denver Nuggets,Denver Nuggets,3.15,23/11/2021
23/11/2021Portland Trail Blazers - Denver Nuggets,Portland Trail Blazers - Denver Nuggets,Portland Trail Blazers,1.35,23/11/2021
23/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,23/11/2021
23/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,23/11/2021
24/11/2021Boston Celtics - Brooklyn Nets,Boston Celtics - Brooklyn Nets,Brooklyn Nets,1.93,24/11/2021
24/11/2021Boston Celtics - Brooklyn Nets,Boston Celtics - Brooklyn Nets,Boston Celtics,1.88,24/11/2021
24/11/2021Cleveland Cavaliers - Phoenix Suns,Cleveland Cavaliers - Phoenix Suns,Cleveland Cavaliers,3.55,24/11/2021
24/11/2021Cleveland Cavaliers - Phoenix Suns,Cleveland Cavaliers - Phoenix Suns,Phoenix Suns,1.3,24/11/2021
24/11/2021Golden State Warriors - Philadelphia 76ers,Golden State Warriors - Philadelphia 76ers,Philadelphia 76ers,4.95,24/11/2021
24/11/2021Golden State Warriors - Philadelphia 76ers,Golden State Warriors - Philadelphia 76ers,Golden State Warriors,1.17,24/11/2021
24/11/2021Houston Rockets - Chicago Bulls,Houston Rockets - Chicago Bulls,Houston Rockets,5.35,24/11/2021
24/11/2021Houston Rockets - Chicago Bulls,Houston Rockets - Chicago Bulls,Chicago Bulls,1.15,24/11/2021
24/11/2021Indiana Pacers - Los Angeles Lakers,Indiana Pacers - Los Angeles Lakers,Los Angeles Lakers,2.7,24/11/2021
24/11/2021Indiana Pacers - Los Angeles Lakers,Indiana Pacers - Los Angeles Lakers,Indiana Pacers,1.45,24/11/2021
24/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.89,24/11/2021
24/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.85,24/11/2021
24/11/2021Memphis Grizzlies - Toronto Raptors,Memphis Grizzlies - Toronto Raptors,Memphis Grizzlies,1.64,24/11/2021
24/11/2021Memphis Grizzlies - Toronto Raptors,Memphis Grizzlies - Toronto Raptors,Toronto Raptors,2.22,24/11/2021
24/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,24/11/2021
24/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,24/11/2021
24/11/2021Milwaukee Bucks - Detroit Pistons,Milwaukee Bucks - Detroit Pistons,Milwaukee Bucks,1.05,24/11/2021
24/11/2021Milwaukee Bucks - Detroit Pistons,Milwaukee Bucks - Detroit Pistons,Detroit Pistons,9.0,24/11/2021
24/11/2021Minnesota Timberwolves - Miami Heat,Minnesota Timberwolves - Miami Heat,Minnesota Timberwolves,1.9,24/11/2021
24/11/2021Minnesota Timberwolves - Miami Heat,Minnesota Timberwolves - Miami Heat,Miami Heat,1.88,24/11/2021
24/11/2021New Orleans Pelicans - Washington Wizards,New Orleans Pelicans - Washington Wizards,Washington Wizards,1.54,24/11/2021
24/11/2021New Orleans Pelicans - Washington Wizards,New Orleans Pelicans - Washington Wizards,New Orleans Pelicans,2.44,24/11/2021
24/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,24/11/2021
24/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,24/11/2021
24/11/2021Oklahoma City Thunder - Utah Jazz,Oklahoma City Thunder - Utah Jazz,Utah Jazz,1.07,24/11/2021
24/11/2021Oklahoma City Thunder - Utah Jazz,Oklahoma City Thunder - Utah Jazz,Oklahoma City Thunder,8.0,24/11/2021
24/11/2021Orlando Magic - Charlotte Hornets,Orlando Magic - Charlotte Hornets,Charlotte Hornets,1.29,24/11/2021
24/11/2021Orlando Magic - Charlotte Hornets,Orlando Magic - Charlotte Hornets,Orlando Magic,3.5,24/11/2021
24/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.6,24/11/2021
24/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.25,24/11/2021
24/11/2021Sacramento - Portland Trail Blazers,Sacramento - Portland Trail Blazers,Sacramento,2.01,24/11/2021
24/11/2021Sacramento - Portland Trail Blazers,Sacramento - Portland Trail Blazers,Portland Trail Blazers,1.78,24/11/2021
24/11/2021San Antonio Spurs - Atlanta Hawks,San Antonio Spurs - Atlanta Hawks,Atlanta Hawks,1.57,24/11/2021
24/11/2021San Antonio Spurs - Atlanta Hawks,San Antonio Spurs - Atlanta Hawks,San Antonio Spurs,2.37,24/11/2021
24/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,24/11/2021
24/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,24/11/2021
